"Speaker","WordCount","Percentage"
"BERTHA",79,0.0800405268490375
"BERTHA...BERTHA!",5,0.00506585612968592
"CUSTOMER",30,0.0303951367781155
"GRAND-DAUGHTER",31,0.0314083080040527
"It's",57,0.0577507598784195
"JIJI",111,0.112462006079027
"KIKI",390,0.395136778115502
"MADAM",193,0.195542046605876
"OSONO",26,0.0263424518743668
"TOMBO",65,0.0658561296859169
