"Speaker","WordCount","Percentage"
"GUEST",37,0.0432242990654206
"JIJI",122,0.142523364485981
"KETTO",55,0.0642523364485981
"KETTO'S",86,0.100467289719626
"KIKI",336,0.392523364485981
"MAKI",57,0.066588785046729
"OSONO",41,0.0478971962616822
"TOMBO",9,0.0105140186915888
"URSULA",113,0.132009345794393
