"Speaker","WordCount","Percentage"
"GIRL",40,0.0453001132502831
"GIRLS",3,0.00339750849377123
"JIJI",20,0.0226500566251416
"KIKI",254,0.287655719139298
"OSONO",199,0.225368063420159
"PEOPLE",6,0.00679501698754247
"TOMBO",361,0.408833522083805
