"Speaker","WordCount","Percentage"
"BAKER",1,0.0010989010989011
"DRIVER",5,0.00549450549450549
"JIJI",2,0.0021978021978022
"KIKI",302,0.331868131868132
"OSONO",29,0.0318681318681319
"TOMBO",45,0.0494505494505494
"URSULA",526,0.578021978021978
